YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,PW7,38,221
2026-05,WEEKDAY,23,TRAIN,DT17,3844,689
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,BP12,818,41
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,NS18,10650,6333
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,SW8,561,919
2026-05,WEEKDAY,9,TRAIN,NE10,23148,17410
2026-05,WEEKDAY,9,TRAIN,TE22,465,2838
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,EW3,12149,6150
2026-05,WEEKDAY,6,TRAIN,NE13,23690,9818
2026-05,WEEKDAY,20,TRAIN,TE19,17563,2237
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,EW24/NS1,56218,49313
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,BP13,689,641
2026-05,WEEKDAY,17,TRAIN,NE17/PTC,49935,75806
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,CC11,3101,11280
2026-05,WEEKDAY,10,TRAIN,CC12,6118,2810
2026-05,WEEKDAY,12,TRAIN,DT27,7572,6411
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,EW15,4931,1780
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,CC12,1063,427
2026-05,WEEKDAY,17,TRAIN,EW1,36395,50848
2026-05,WEEKDAY,6,TRAIN,PW2,9,98
2026-05,WEEKDAY,17,TRAIN,DT7,9706,7249
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,PE5,580,3273
2026-05,WEEKDAY,6,TRAIN,TE5,8494,2321
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,DT18,709,3342
2026-05,WEEKDAY,13,TRAIN,TE28,5486,5058
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,EW20,1104,3258
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,DT24,1555,3457
2026-05,WEEKDAY,12,TRAIN,SE2,4344,3755
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,BP2,2360,1043
2026-05,WEEKDAY,13,TRAIN,CC7,4410,4543
2026-05,WEEKDAY,11,TRAIN,SE3,2650,1256
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,EW19,67,440
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,DT23,1584,1487
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,EW24/NS1,61452,18132
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,NS2,6376,15342
2026-05,WEEKDAY,7,TRAIN,SE2,21031,2578
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,SE3,2042,1713
2026-05,WEEKDAY,9,TRAIN,PW2,195,264
2026-05,WEEKDAY,14,TRAIN,PW3,504,642
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,CC17/TE9,1676,3726
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,SE1,2249,2487
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,NE18,9109,9392
2026-05,WEEKDAY,19,TRAIN,NS25/EW13,83525,48283
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,TE23,2749,2888
2026-05,WEEKDAY,18,TRAIN,EW33,12102,13019
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,NS2,10868,20596
2026-05,WEEKDAY,5,TRAIN,NS3,10465,1079
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,CG2,17226,20716
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,DT4,2293,621
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,PW1,1316,2320
2026-05,WEEKDAY,10,TRAIN,EW30,1155,1416
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,NS10,29587,13458
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,CC21,7722,6411
2026-05,WEEKDAY,6,TRAIN,EW25,29179,6174
2026-05,WEEKDAY,14,TRAIN,TE19,7616,6982
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,NS10,549,4729
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,EW29,8960,9865
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,CC20,2919,3366
2026-05,WEEKDAY,8,TRAIN,DT2,8082,15846
2026-05,WEEKDAY,10,TRAIN,NS12,18055,6971
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,EW10,7968,5287
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,SW6,87,915
2026-05,WEEKDAY,9,TRAIN,DT13,7058,14574
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,TE6,6630,5937
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,CC21,1355,1072
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,TE15,7336,3340
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,NS21/DT11,39194,37702
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,SW5,478,1991
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,EW20,7995,6668
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,NE14,18343,16743
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,BP4,549,1221
2026-05,WEEKDAY,7,TRAIN,EW31,4097,31337
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,DT29,1217,5451
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,BP8,983,1000
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,TE19,2224,1724
2026-05,WEEKDAY,7,TRAIN,TE24,5677,8332
2026-05,WEEKDAY,11,TRAIN,CC4/DT15,11310,23898
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,DT18,2817,966
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,TE25,289,116
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,EW10,7638,8976
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,TE7,4429,3381
2026-05,WEEKDAY,13,TRAIN,PW3,1960,918
2026-05,WEEKDAY,17,TRAIN,EW8/CC9,91988,63596
2026-05,WEEKDAY,12,TRAIN,TE25,2601,2246
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,DT6,3946,4194
2026-05,WEEKDAY,21,TRAIN,DT30,2521,12490
2026-05,WEEKDAY,18,TRAIN,CC28,7016,10207
2026-05,WEEKDAY,5,TRAIN,EW12/DT14,5443,908
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,TE12,2788,1855
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,TE28,2316,3042
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,BP8,1222,1039
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,CC24,250,3688
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,CC4/DT15,4089,18713
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,PE6,3442,4943
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,BP11,2675,917
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,PW1,33,33
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,TE27,4387,3313
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,NE10,8223,10149
2026-05,WEEKDAY,7,TRAIN,TE1,13018,21549
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,NS14,19442,15791
2026-05,WEEKDAY,21,TRAIN,EW22,14784,6601
2026-05,WEEKDAY,15,TRAIN,CC27,5242,2169
2026-05,WEEKDAY,16,TRAIN,DT17,23219,6426
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,EW15,12577,5711
2026-05,WEEKDAY,12,TRAIN,TE12,6932,4262
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,TE12,3760,2759
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,SW2,3043,2211
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,NS27/CE2/TE20,2488,2825
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,TE24,2540,2086
2026-05,WEEKDAY,16,TRAIN,NS13,40381,64483
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,PE4,1593,1206
2026-05,WEEKDAY,9,TRAIN,TE13,3708,9256
2026-05,WEEKDAY,9,TRAIN,EW1,43959,12569
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,NS19,24866,17548
2026-05,WEEKDAY,23,TRAIN,NS28,244,262
2026-05,WEEKDAY,10,TRAIN,DT29,7502,2369
2026-05,WEEKDAY,13,TRAIN,NS19,34633,34427
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,BP2,2076,1320
2026-05,WEEKDAY,0,TRAIN,EW30,0,180
2026-05,WEEKDAY,18,TRAIN,EW29,66214,15576
2026-05,WEEKDAY,16,TRAIN,TE5,4886,7354
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,DT28,3297,9528
2026-05,WEEKDAY,18,TRAIN,EW6,15884,33902
2026-05,WEEKDAY,6,TRAIN,EW27,63477,40756
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,DT20,2226,3917
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,NE1/CC29,41125,43088
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,PW5,1806,1903
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,EW26,17707,15367
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,NE16/STC,9722,4338
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,BP12,2266,834
2026-05,WEEKDAY,0,TRAIN,CC8,27,260
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,EW19,12418,8187
2026-05,WEEKDAY,17,TRAIN,EW26,51078,60228
2026-05,WEEKDAY,7,TRAIN,TE7,16440,17251
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,EW26,23989,11949
2026-05,WEEKDAY,14,TRAIN,NS5,21578,20990
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,TE14/NS22,7245,37135
2026-05,WEEKDAY,17,TRAIN,PW7,4772,5041
2026-05,WEEKDAY,18,TRAIN,SW2,4538,3380
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,SE2,4493,2425
2026-05,WEEKDAY,22,TRAIN,BP11,560,2928
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,TE1,2439,3813
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,EW5,19750,18890
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,EW10,5116,9528
2026-05,WEEKDAY,21,TRAIN,TE26,10789,6581
2026-05,WEEKDAY,18,TRAIN,TE23,3682,8743
2026-05,WEEKDAY,16,TRAIN,CC6,6648,8922
2026-05,WEEKDAY,17,TRAIN,NS18,22273,21193
2026-05,WEEKDAY,7,TRAIN,CC20,13128,11792
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,NS4/BP1,25152,21977
2026-05,WEEKDAY,15,TRAIN,TE6,9196,9977
2026-05,WEEKDAY,8,TRAIN,SE4,7977,2471
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,BP8,527,160
2026-05,WEEKDAY,6,TRAIN,PE3,9228,1607
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,CC12,3186,5188
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,DT25,1107,3230
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,NS25/EW13,2294,14333
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,TE25,2183,1830
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,TE14/NS22,81079,60304
2026-05,WEEKDAY,8,TRAIN,PW6,4251,841
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,NE9,12955,12195
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,TE28,2032,3552
2026-05,WEEKDAY,22,TRAIN,PW1,810,79
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,SW7,796,1174
2026-05,WEEKDAY,15,TRAIN,PW4,3474,4593
2026-05,WEEKDAY,17,TRAIN,TE23,3406,5677
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,EW28,20,3273
2026-05,WEEKDAY,6,TRAIN,NS14,63164,17293
2026-05,WEEKDAY,13,TRAIN,TE3,11903,10453
2026-05,WEEKDAY,8,TRAIN,DT23,6597,21066
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,CC6,13850,3073
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,SE5,786,196
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,26400,8268
2026-05,WEEKDAY,11,TRAIN,PW7,2417,1779
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,CC2,1235,2849
2026-05,WEEKDAY,19,TRAIN,NS20,63278,34579
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,NS23,1292,3630
2026-05,WEEKDAY,14,TRAIN,DT18,10926,9364
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,EW26,7595,23640
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,EW32,4644,1367
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,SE4,14,271
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,DT23,1729,2150
2026-05,WEEKDAY,20,TRAIN,SW7,556,3255
2026-05,WEEKDAY,9,TRAIN,NS16,56623,32602
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,CE1/DT16,429,0
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,NS16,24925,25083
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,EW12/DT14,55483,53659
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,NS4/BP1,19115,11588
2026-05,WEEKDAY,0,TRAIN,NS28,4,20
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,EW22,3981,2304
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,NE10,4382,9515
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,DT20,3218,3638
2026-05,WEEKDAY,23,TRAIN,NS19,4303,14831
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,NS18,11275,4986
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,EW27,27925,19492
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,NE7/DT12,276,51
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,EW28,22661,9914
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,NE1/CC29,63798,9842
2026-05,WEEKDAY,23,TRAIN,NS10,3406,20163
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,PW7,2129,2495
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,CC12,20,209
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,TE5,4099,2549
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,DT3,3803,3594
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,TE12,1773,3501
2026-05,WEEKDAY,19,TRAIN,EW26,25101,73322
2026-05,WEEKDAY,15,TRAIN,DT24,3450,3836
2026-05,WEEKDAY,14,TRAIN,NS20,37445,39424
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,EW3,11897,5284
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,CC5,13,57
2026-05,WEEKDAY,13,TRAIN,NE7/DT12,26516,36784
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,TE22,1,0
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,CC8,5054,4977
2026-05,WEEKDAY,9,TRAIN,CC12,14151,4603
2026-05,WEEKDAY,21,TRAIN,TE7,2703,5800
2026-05,WEEKDAY,11,TRAIN,TE16,6288,4278
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,EW17,16349,15059
2026-05,WEEKDAY,8,TRAIN,TE14/NS22,23916,119094
2026-05,WEEKDAY,14,TRAIN,DT8,9770,5328
2026-05,WEEKDAY,20,TRAIN,DT30,2944,14452
2026-05,WEEKDAY,20,TRAIN,PE5,1763,9519
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,CC11,3695,5933
2026-05,WEEKDAY,21,TRAIN,EW3,8909,20612
2026-05,WEEKDAY,19,TRAIN,EW4,16870,30587
2026-05,WEEKDAY,0,TRAIN,EW31,0,114
2026-05,WEEKDAY,11,TRAIN,NS15,17069,16408
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,CC8,4628,3404
2026-05,WEEKDAY,21,TRAIN,NS23,61931,14654
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,EW12/DT14,59050,49444
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,NS2,18458,21829
2026-05,WEEKDAY,17,TRAIN,BP5,3122,2625
2026-05,WEEKDAY,19,TRAIN,TE28,2356,10543
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,DT6,86,41
2026-05,WEEKDAY,13,TRAIN,PE5,6826,6293
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,SW8,148,26
2026-05,WEEKDAY,14,TRAIN,NE12/CC13,56898,53180
2026-05,WEEKDAY,13,TRAIN,TE24,2570,2932
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,NE11,135,58
2026-05,WEEKDAY,21,TRAIN,DT6,4410,4884
2026-05,WEEKDAY,5,TRAIN,NS9/TE2,22220,8880
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,EW15,234,52
2026-05,WEEKDAY,0,TRAIN,EW26,54,3410
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,DT24,3506,1760
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,DT21,1045,2424
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,NS4/BP1,24334,24138
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,CC4/DT15,20096,14794
2026-05,WEEKDAY,22,TRAIN,BP9,304,1298
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,NE16/STC,30292,30210
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,DT30,7251,2136
2026-05,WEEKDAY,15,TRAIN,NS16,33128,38411
2026-05,WEEKDAY,5,TRAIN,EW6,1180,233
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,EW15,15373,10899
2026-05,WEEKDAY,22,TRAIN,NS3,5597,16712
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,CE1/DT16,40562,34492
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,NE12/CC13,17859,28919
2026-05,WEEKDAY,9,TRAIN,EW16/NE3/TE17,27613,69590
2026-05,WEEKDAY,7,TRAIN,EW9,53842,29590
2026-05,WEEKDAY,21,TRAIN,SW7,327,2986
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,DT27,1911,4902
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,CC7,2283,4492
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,EW1,6008,16610
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,SW1,1134,693
2026-05,WEEKDAY,7,TRAIN,NE14,86952,39638
2026-05,WEEKDAY,16,TRAIN,CC17/TE9,13145,7980
2026-05,WEEKDAY,7,TRAIN,NE10,29375,37336
2026-05,WEEKDAY,13,TRAIN,EW11,14595,16813
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,NS5,8796,22524
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,CC27,1616,1331
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,PW2,142,131
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,NE17/PTC,34119,38642
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,NE4/DT19,23177,10117
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,NE9,8821,14155
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,DT25,2055,3059
2026-05,WEEKDAY,15,TRAIN,EW18,14881,14808
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,CC2,2197,2383
2026-05,WEEKDAY,5,TRAIN,CC3,68,15
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,EW2/DT32,32395,41136
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,CC21,6608,8177
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,DT17,3940,3556
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,DT13,9942,7941
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,DT8,3353,1938
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,PE5,3337,3479
