YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-05,WEEKDAY,9,TRAIN,TE14/NS22,20351,111361
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,CC5,3208,3276
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,EW5,2329,163
2026-05,WEEKDAY,21,TRAIN,SW8,470,1927
2026-05,WEEKDAY,0,TRAIN,EW4,89,2292
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,EW24/NS1,33127,14717
2026-05,WEEKDAY,13,TRAIN,NS16,35426,33582
2026-05,WEEKDAY,7,TRAIN,EW2/DT32,122472,59146
2026-05,WEEKDAY,17,TRAIN,CC21,13427,18015
2026-05,WEEKDAY,22,TRAIN,DT21,8887,4409
2026-05,WEEKDAY,20,TRAIN,NS14,16553,46560
2026-05,WEEKDAY,11,TRAIN,PE7,3539,1996
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,CC24,524,457
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,TE6,6406,8980
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,TE29,2247,2352
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,CC14,1484,2058
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,EW31,1049,206
2026-05,WEEKDAY,9,TRAIN,DT31,14964,7434
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,CC21,7319,3793
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,EW26,5272,21229
2026-05,WEEKDAY,8,TRAIN,TE3,34273,16683
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,CC19/DT9,2419,2143
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,PE2,2338,4617
2026-05,WEEKDAY,14,TRAIN,DT5,11188,13466
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,CC19/DT9,6255,6682
2026-05,WEEKDAY,15,TRAIN,TE5,3713,5963
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,BP8,151,310
2026-05,WEEKDAY,18,TRAIN,NS15,77594,35079
2026-05,WEEKDAY,12,TRAIN,DT7,3483,3059
2026-05,WEEKDAY,17,TRAIN,SW8,1584,1995
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,PE7,1499,3215
2026-05,WEEKDAY,6,TRAIN,NE11,11363,7951
2026-05,WEEKDAY,0,TRAIN,CC20,19,137
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,EW11,9171,9643
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,BP9,1743,2020
2026-05,WEEKDAY,14,TRAIN,CC28,2666,2805
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,NS23,39342,34766
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,EW25,2086,89
2026-05,WEEKDAY,7,TRAIN,NS2,90026,44363
2026-05,WEEKDAY,18,TRAIN,EW1,39778,93376
2026-05,WEEKDAY,6,TRAIN,DT13,6184,2770
2026-05,WEEKDAY,11,TRAIN,PW2,189,149
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,CC8,1605,1693
2026-05,WEEKDAY,19,TRAIN,DT5,18430,34059
2026-05,WEEKDAY,21,TRAIN,TE4,3692,4596
2026-05,WEEKDAY,5,TRAIN,EW19,3536,307
2026-05,WEEKDAY,19,TRAIN,PE3,4723,14545
2026-05,WEEKDAY,19,TRAIN,CE1/DT16,43928,41895
2026-05,WEEKDAY,5,TRAIN,DT34,823,25
2026-05,WEEKDAY,23,TRAIN,SE2,237,2976
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,DT33,6768,11833
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,NS25/EW13,25926,55537
2026-05,WEEKDAY,20,TRAIN,EW26,16672,50103
2026-05,WEEKDAY,13,TRAIN,CC25,4441,4147
2026-05,WEEKDAY,9,TRAIN,EW30,945,4151
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,TE3,7477,6167
2026-05,WEEKDAY,23,TRAIN,NE11,1982,3880
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,EW14/NS26,13879,14596
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,DT20,3566,1901
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,CC8,4275,3182
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,TE15,1191,1018
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,EW18,1587,4115
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,DT34,2677,1510
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,BP8,673,805
2026-05,WEEKDAY,11,TRAIN,EW6,9610,5612
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,BP2,1538,1487
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,NE15,1065,7650
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,TE18,2838,7310
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,TE29,3127,1277
2026-05,WEEKDAY,19,TRAIN,EW8/CC9,74458,75103
2026-05,WEEKDAY,20,TRAIN,PE4,887,2580
2026-05,WEEKDAY,17,TRAIN,TE5,8904,11583
2026-05,WEEKDAY,11,TRAIN,SE1,3436,2127
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,EW2/DT32,38120,33016
2026-05,WEEKDAY,11,TRAIN,DT25,2702,1803
2026-05,WEEKDAY,16,TRAIN,EW18,17051,18677
2026-05,WEEKDAY,16,TRAIN,DT31,9558,8881
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,DT24,2222,3099
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,EW33,3599,1881
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,EW22,2342,3673
2026-05,WEEKDAY,0,TRAIN,PW4,74,430
2026-05,WEEKDAY,10,TRAIN,CC17/TE9,5555,3452
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,EW33,3873,1932
2026-05,WEEKDAY,5,TRAIN,CC12,833,140
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,DT17,3592,3203
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,DT7,7,96
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,BP11,1719,2012
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,DT25,2482,1991
2026-05,WEEKDAY,14,TRAIN,BP11,2446,2700
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,NE4/DT19,8600,17893
2026-05,WEEKDAY,12,TRAIN,DT33,13854,7277
2026-05,WEEKDAY,15,TRAIN,CC2,3348,2911
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,NS11,25427,28042
2026-05,WEEKDAY,17,TRAIN,DT3,8630,10646
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,BP10,1053,2248
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,EW31,2827,1169
2026-05,WEEKDAY,5,TRAIN,NE4/DT19,1441,58
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,PE1,2293,2437
2026-05,WEEKDAY,8,TRAIN,NS11,108772,36183
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,EW18,3454,3613
2026-05,WEEKDAY,9,TRAIN,PW6,2955,813
2026-05,WEEKDAY,20,TRAIN,SW8,495,2146
2026-05,WEEKDAY,16,TRAIN,BP11,2451,3894
2026-05,WEEKDAY,22,TRAIN,TE26,6081,4648
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,EW15,4643,14919
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,NS14,13716,21442
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,PE6,52,356
2026-05,WEEKDAY,16,TRAIN,NS2,24133,35475
2026-05,WEEKDAY,13,TRAIN,BP13,1270,1204
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,NE1/CC29,11436,24250
2026-05,WEEKDAY,9,TRAIN,SE4,6199,3064
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,NE4/DT19,35861,14886
2026-05,WEEKDAY,5,TRAIN,DT3,779,92
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,DT27,3005,6488
2026-05,WEEKDAY,5,TRAIN,BP2,2015,347
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,PW6,1149,288
2026-05,WEEKDAY,19,TRAIN,PW2,316,143
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,EW27,23844,16266
2026-05,WEEKDAY,12,TRAIN,NS27/CE2/TE20,5569,3980
2026-05,WEEKDAY,23,TRAIN,PW2,31,4
2026-05,WEEKDAY,13,TRAIN,PW6,2291,1953
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,BP8,1044,995
2026-05,WEEKDAY,16,TRAIN,EW1,24352,31820
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,CC5,4390,3073
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,CC10/DT26,11861,10705
2026-05,WEEKDAY,22,TRAIN,NS12,4829,19815
2026-05,WEEKDAY,16,TRAIN,DT8,11894,5172
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,CC14,3804,4165
2026-05,WEEKDAY,13,TRAIN,EW23,42777,38108
2026-05,WEEKDAY,7,TRAIN,DT4,7590,2132
2026-05,WEEKDAY,23,TRAIN,TE13,1151,731
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,CC2,2630,3041
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,PW4,427,1010
2026-05,WEEKDAY,6,TRAIN,CC27,527,4695
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,TE28,2565,3517
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,CC27,674,1407
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,TE11,43,250
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,NS13,7582,1194
2026-05,WEEKDAY,23,TRAIN,PW3,53,389
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,BP4,1075,811
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,CC28,112,773
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,SE5,712,2124
2026-05,WEEKDAY,10,TRAIN,NS15,13714,20154
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,TE24,856,679
2026-05,WEEKDAY,18,TRAIN,PE1,4268,9076
2026-05,WEEKDAY,10,TRAIN,CC11,5484,18706
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,EW20,6526,6267
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,DT29,542,22
2026-05,WEEKDAY,15,TRAIN,TE8,7815,9106
2026-05,WEEKDAY,6,TRAIN,NE7/DT12,15625,13795
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,NE10,86,301
2026-05,WEEKDAY,16,TRAIN,TE3,14804,10762
2026-05,WEEKDAY,5,TRAIN,DT29,1944,88
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,EW27,11973,28525
2026-05,WEEKDAY,17,TRAIN,DT34,14685,5884
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,EW28,17197,11380
2026-05,WEEKDAY,23,TRAIN,DT33,1276,11488
2026-05,WEEKDAY,8,TRAIN,SW1,3679,2301
2026-05,WEEKDAY,10,TRAIN,NS4/BP1,28859,20271
2026-05,WEEKDAY,14,TRAIN,BP7,659,998
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,CC23,3314,2219
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,BP10,498,2041
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,BP13,713,742
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,TE11,2723,1927
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,CC3,13,15
2026-05,WEEKDAY,21,TRAIN,PE4,793,1881
2026-05,WEEKDAY,9,TRAIN,PE5,10205,2594
2026-05,WEEKDAY,7,TRAIN,NE7/DT12,25944,34309
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,NS3,1605,5917
2026-05,WEEKDAY,14,TRAIN,CG2,20715,18746
2026-05,WEEKDAY,7,TRAIN,NS27/CE2/TE20,1333,7694
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,EW21/CC22,16956,12748
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,CC23,3101,2890
2026-05,WEEKDAY,21,TRAIN,CC26,2741,2836
2026-05,WEEKDAY,21,TRAIN,SE5,773,3360
2026-05,WEEKDAY,13,TRAIN,EW25,7820,7006
2026-05,WEEKDAY,8,TRAIN,PE6,13774,6287
2026-05,WEEKDAY,10,TRAIN,BP6/DT1,31224,17752
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,SW3,343,922
2026-05,WEEKDAY,11,TRAIN,EW25,9305,4647
2026-05,WEEKDAY,5,TRAIN,NE15,5474,246
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,NE15,5520,1368
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,NE7/DT12,24700,25689
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,CC3,9416,7621
2026-05,WEEKDAY,19,TRAIN,NS14,27022,72756
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,PW6,1487,668
2026-05,WEEKDAY,0,TRAIN,TE23,18,163
2026-05,WEEKDAY,15,TRAIN,NS25/EW13,42939,37315
2026-05,WEEKDAY,13,TRAIN,CC28,3082,2672
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,DT20,4513,4279
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,EW12/DT14,1071,185
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,PW3,29,315
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,TE24,1908,2131
2026-05,WEEKDAY,0,TRAIN,TE29,5,330
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,CC28,2362,2235
2026-05,WEEKDAY,9,TRAIN,TE28,6698,2221
2026-05,WEEKDAY,21,TRAIN,NS19,19684,42212
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,PE5,3846,3354
2026-05,WEEKDAY,10,TRAIN,BP5,1764,1153
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,TE19,275,1258
2026-05,WEEKDAY,16,TRAIN,CC7,5970,5937
2026-05,WEEKDAY,14,TRAIN,DT24,3552,3589
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,NS15,4341,5115
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,NS4/BP1,22396,24141
2026-05,WEEKDAY,20,TRAIN,NS24/NE6/CC1,50796,20362
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,NS4/BP1,20735,14322
2026-05,WEEKDAY,12,TRAIN,NE16/STC,37797,36183
2026-05,WEEKDAY,18,TRAIN,DT28,35361,25242
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,BP13,1009,492
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,EW14/NS26,15897,12997
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,EW16/NE3/TE17,18092,12016
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,NS5,4462,418
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,DT27,6805,6266
2026-05,WEEKDAY,12,TRAIN,CC2,3867,4125
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,BP9,987,1405
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,TE13,2664,2659
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,CC26,939,927
2026-05,WEEKDAY,18,TRAIN,EW11,44658,37857
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,SE1,2008,826
2026-05,WEEKDAY,23,TRAIN,DT28,1360,6031
2026-05,WEEKDAY,11,TRAIN,DT21,5920,7599
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,NS21/DT11,41632,44268
2026-05,WEEKDAY,9,TRAIN,EW24/NS1,32893,83738
2026-05,WEEKDAY,10,TRAIN,NS20,26823,43412
2026-05,WEEKDAY,10,TRAIN,BP12,2449,942
2026-05,WEEKDAY,16,TRAIN,TE15,10072,12473
2026-05,WEEKDAY,6,TRAIN,TE28,3839,1103
2026-05,WEEKDAY,14,TRAIN,TE12,3795,6159
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,NS4/BP1,20948,15658
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,PW7,2469,1240
2026-05,WEEKDAY,6,TRAIN,SW6,3606,1474
2026-05,WEEKDAY,13,TRAIN,TE4,4288,3639
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,BP3,1034,3129
2026-05,WEEKDAY,7,TRAIN,EW18,33368,35949
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,DT23,1286,2346
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,TE11,617,464
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,TE23,2544,1876
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,BP3,1412,3087
2026-05,WEEKDAY,0,TRAIN,CC7,18,342
2026-05,WEEKDAY,8,TRAIN,TE15,17228,15984
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,DT22,5421,4932
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,NE4/DT19,534,17
2026-05,WEEKDAY,17,TRAIN,NE15,21954,44852
2026-05,WEEKDAY,5,TRAIN,EW24/NS1,11099,5604
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,BP9,2355,1551
2026-05,WEEKDAY,13,TRAIN,PE2,9903,5922
2026-05,WEEKDAY,0,TRAIN,SW8,8,124
2026-05,WEEKDAY,17,TRAIN,NS20,124135,32300
2026-05,WEEKDAY,8,TRAIN,NS4/BP1,79158,35543
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,EW1,22457,11566
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,NE4/DT19,46031,29564
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,PW2,189,166
2026-05,WEEKDAY,13,TRAIN,TE29,2496,3152
2026-05,WEEKDAY,21,TRAIN,EW21/CC22,24647,12899
2026-05,WEEKDAY,14,TRAIN,CC10/DT26,11118,12947
2026-05,WEEKENDS/HOLIDAY,6,TRAIN,TE4,913,944
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,TE4,1366,1143
2026-05,WEEKDAY,13,TRAIN,SW4,1798,2766
2026-05,WEEKDAY,21,TRAIN,CC21,13506,6062
2026-05,WEEKDAY,5,TRAIN,SW2,1026,285
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,44389,21388
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,DT7,2649,3392
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,DT7,2791,1723
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,CE1/DT16,22773,36923
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,NS9/TE2,32988,45275
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,TE29,1453,2855
2026-05,WEEKDAY,0,TRAIN,EW15,183,242
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,TE15,7837,7516
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,TE28,2626,3554
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,EW17,34,647
2026-05,WEEKDAY,6,TRAIN,EW29,10077,46589
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,TE23,2788,1513
2026-05,WEEKDAY,8,TRAIN,NE13,53390,32836
2026-05,WEEKDAY,13,TRAIN,NE13,19854,18070
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,EW18,12960,9139
2026-05,WEEKDAY,10,TRAIN,PW6,1611,655
2026-05,WEEKDAY,8,TRAIN,NS28,4081,4211
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,TE8,8980,6657
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,BP2,665,81
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,CC3,9411,6953
2026-05,WEEKDAY,9,TRAIN,EW28,32959,18833
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,NS5,15639,17864
2026-05,WEEKDAY,17,TRAIN,PE1,3950,5930
2026-05,WEEKDAY,18,TRAIN,DT24,11612,14391
2026-05,WEEKDAY,17,TRAIN,EW25,15535,26821
2026-05,WEEKDAY,13,TRAIN,PW5,4599,2833
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,PE2,3238,3387
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,NE1/CC29,14719,3005
2026-05,WEEKDAY,20,TRAIN,CC26,6241,3280
2026-05,WEEKDAY,0,TRAIN,EW33,0,159
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,SE3,2577,714
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,EW31,2783,5875
2026-05,WEEKDAY,17,TRAIN,NE1/CC29,93825,53735
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,NS28,16,2
2026-05,WEEKDAY,0,TRAIN,EW10,97,535
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,DT5,12774,9135
2026-05,WEEKDAY,20,TRAIN,BP2,1155,3977
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,DT28,567,30
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,EW19,5030,10756
2026-05,WEEKDAY,0,TRAIN,TE4,132,342
2026-05,WEEKDAY,21,TRAIN,NE18,12322,8210
2026-05,WEEKENDS/HOLIDAY,15,TRAIN,CC24,6876,4086
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,NS7,14802,13988
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,CC21,7231,7826
2026-05,WEEKDAY,22,TRAIN,DT17,8396,1788
2026-05,WEEKDAY,20,TRAIN,DT29,3776,11856
2026-05,WEEKDAY,0,TRAIN,CC24,68,99
2026-05,WEEKDAY,16,TRAIN,DT33,14632,16728
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,DT33,12598,3245
2026-05,WEEKDAY,13,TRAIN,TE11,5565,3547
2026-05,WEEKDAY,21,TRAIN,DT22,11030,10305
2026-05,WEEKDAY,18,TRAIN,NE12/CC13,87688,178825
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,BP8,1242,1107
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,NS11,568,5431
2026-05,WEEKDAY,8,TRAIN,TE5,20757,8530
2026-05,WEEKDAY,18,TRAIN,CC20,10152,13206
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,DT30,6324,3354
2026-05,WEEKDAY,18,TRAIN,TE15,18972,24355
2026-05,WEEKDAY,14,TRAIN,SW2,4200,3203
2026-05,WEEKDAY,9,TRAIN,TE6,21334,4906
2026-05,WEEKDAY,5,TRAIN,PW3,725,57
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,TE23,1940,2430
2026-05,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,42329,60947
2026-05,WEEKDAY,10,TRAIN,PW4,3449,2194
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,DT7,1049,2031
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,CC27,458,1590
2026-05,WEEKDAY,12,TRAIN,EW18,15355,12801
2026-05,WEEKDAY,10,TRAIN,DT28,8540,4793
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,PW1,891,198
2026-05,WEEKDAY,22,TRAIN,TE28,890,3505
2026-05,WEEKDAY,14,TRAIN,CC2,3040,3865
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,SE1,2395,2894
2026-05,WEEKDAY,22,TRAIN,EW16/NE3/TE17,17021,10909
2026-05,WEEKDAY,14,TRAIN,NS25/EW13,42458,39011
2026-05,WEEKDAY,5,TRAIN,PW5,1770,77
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,PE1,2411,2314
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,NE18,3629,4032
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,EW25,9324,10325
2026-05,WEEKDAY,15,TRAIN,PE1,2995,3687
2026-05,WEEKDAY,16,TRAIN,TE28,3659,5305
2026-05,WEEKDAY,16,TRAIN,TE26,12560,15878
2026-05,WEEKDAY,10,TRAIN,NS16,35796,26529
2026-05,WEEKENDS/HOLIDAY,12,TRAIN,EW1,21627,14213
2026-05,WEEKENDS/HOLIDAY,8,TRAIN,NS9/TE2,29770,26980
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,CC5,2296,1910
2026-05,WEEKENDS/HOLIDAY,0,TRAIN,NS7,2148,2128
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,TE12,2460,3706
2026-05,WEEKDAY,16,TRAIN,EW24/NS1,80029,63749
2026-05,WEEKENDS/HOLIDAY,5,TRAIN,EW10,612,96
2026-05,WEEKENDS/HOLIDAY,17,TRAIN,NS15,8349,8218
2026-05,WEEKDAY,8,TRAIN,BP7,2359,699
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,TE13,1526,1294
2026-05,WEEKDAY,17,TRAIN,DT5,20898,27795
2026-05,WEEKDAY,21,TRAIN,NE15,8274,33386
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,NS5,20222,9275
2026-05,WEEKDAY,13,TRAIN,TE6,12243,9569
2026-05,WEEKENDS/HOLIDAY,7,TRAIN,EW16/NE3/TE17,7100,15712
2026-05,WEEKDAY,18,TRAIN,DT4,2297,7273
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,DT13,7511,5785
2026-05,WEEKDAY,23,TRAIN,TE27,341,2703
2026-05,WEEKDAY,23,TRAIN,CC5,939,1121
2026-05,WEEKDAY,22,TRAIN,DT34,1704,3765
2026-05,WEEKENDS/HOLIDAY,18,TRAIN,NE18,9541,10917
2026-05,WEEKDAY,23,TRAIN,DT34,967,1974
2026-05,WEEKDAY,7,TRAIN,CC21,10430,12242
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,CC10/DT26,8756,10377
2026-05,WEEKDAY,19,TRAIN,NS11,32580,99492
2026-05,WEEKENDS/HOLIDAY,21,TRAIN,EW3,5313,11875
2026-05,WEEKDAY,6,TRAIN,NE9,25404,16979
2026-05,WEEKDAY,23,TRAIN,NS27/CE2/TE20,1135,667
2026-05,WEEKDAY,6,TRAIN,TE19,505,7383
2026-05,WEEKENDS/HOLIDAY,22,TRAIN,NS20,7865,4355
2026-05,WEEKDAY,12,TRAIN,EW27,32602,33949
2026-05,WEEKENDS/HOLIDAY,20,TRAIN,NS28,1848,727
2026-05,WEEKDAY,23,TRAIN,BP8,205,470
2026-05,WEEKDAY,23,TRAIN,BP12,61,752
2026-05,WEEKDAY,10,TRAIN,TE26,8083,10722
2026-05,WEEKDAY,23,TRAIN,EW11,4751,5961
2026-05,WEEKDAY,6,TRAIN,PE4,3223,471
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,EW31,2113,730
2026-05,WEEKDAY,9,TRAIN,EW31,1665,4425
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,DT21,6792,5388
2026-05,WEEKDAY,5,TRAIN,NS11,19930,3034
2026-05,WEEKDAY,20,TRAIN,SE3,819,5699
2026-05,WEEKDAY,6,TRAIN,NS5,63421,16632
2026-05,WEEKENDS/HOLIDAY,23,TRAIN,BP10,140,648
2026-05,WEEKENDS/HOLIDAY,10,TRAIN,TE5,4232,2202
2026-05,WEEKENDS/HOLIDAY,14,TRAIN,NS12,11323,11240
2026-05,WEEKDAY,10,TRAIN,CE1/DT16,8774,28267
2026-05,WEEKDAY,11,TRAIN,CC28,3421,1883
2026-05,WEEKENDS/HOLIDAY,19,TRAIN,SW2,2550,1827
2026-05,WEEKENDS/HOLIDAY,11,TRAIN,TE25,2463,1661
2026-05,WEEKENDS/HOLIDAY,16,TRAIN,PE4,1326,1208
2026-05,WEEKDAY,10,TRAIN,SW6,2288,1144
2026-05,WEEKENDS/HOLIDAY,9,TRAIN,BP5,1450,990
2026-05,WEEKDAY,10,TRAIN,NS21/DT11,42125,41872
