YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-03,WEEKENDS/HOLIDAY,16,TRAIN,TE4,3058,2080
2026-03,WEEKDAY,7,TRAIN,EW4,38274,44231
2026-03,WEEKDAY,9,TRAIN,BP7,1528,828
2026-03,WEEKDAY,0,TRAIN,NE4/DT19,497,926
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,CC16,1477,2533
2026-03,WEEKDAY,8,TRAIN,SE3,9742,1323
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,DT23,1169,904
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,NS23,20363,26840
2026-03,WEEKDAY,10,TRAIN,TE18,6535,18093
2026-03,WEEKENDS/HOLIDAY,18,TRAIN,BP11,1437,1727
2026-03,WEEKDAY,10,TRAIN,TE11,4252,2199
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,NS7,7523,1287
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,EW11,4530,3711
2026-03,WEEKENDS/HOLIDAY,8,TRAIN,NS14,18648,8258
2026-03,WEEKDAY,12,TRAIN,TE26,12830,14210
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,DT33,6517,5842
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,EW33,2592,1437
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,NS12,12419,5844
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,EW19,10073,6337
2026-03,WEEKENDS/HOLIDAY,23,TRAIN,DT8,189,503
2026-03,WEEKDAY,16,TRAIN,CE1/DT16,37852,30414
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,EW18,8627,8043
2026-03,WEEKDAY,19,TRAIN,TE12,6358,4660
2026-03,WEEKENDS/HOLIDAY,17,TRAIN,NS17/CC15,15490,10862
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,SE3,1260,1225
2026-03,WEEKDAY,8,TRAIN,TE14/NS22,27048,135054
2026-03,WEEKDAY,22,TRAIN,NS23,50402,9606
2026-03,WEEKENDS/HOLIDAY,20,TRAIN,BP4,411,850
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,PW1,1480,1752
2026-03,WEEKDAY,15,TRAIN,NS2,23936,29724
2026-03,WEEKDAY,18,TRAIN,CC14,19209,18287
2026-03,WEEKDAY,11,TRAIN,PW6,1698,921
2026-03,WEEKDAY,23,TRAIN,SW4,303,1979
2026-03,WEEKDAY,16,TRAIN,BP8,2183,1960
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,CC16,3500,2691
2026-03,WEEKDAY,22,TRAIN,EW10,7246,15341
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,TE25,577,1513
2026-03,WEEKENDS/HOLIDAY,9,TRAIN,TE1,2275,1163
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,DT13,6547,7711
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,CC12,4744,2999
2026-03,WEEKDAY,12,TRAIN,PW1,1764,2717
2026-03,WEEKDAY,20,TRAIN,NS16,35542,66207
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,NS21/DT11,513,309
2026-03,WEEKDAY,23,TRAIN,CC4/DT15,6871,1029
2026-03,WEEKDAY,5,TRAIN,PE2,2544,156
2026-03,WEEKENDS/HOLIDAY,23,TRAIN,TE29,170,821
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,NS13,23917,16419
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1620,548
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,NE11,8289,6605
2026-03,WEEKENDS/HOLIDAY,6,TRAIN,DT23,683,371
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,EW2/DT32,11982,20659
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,DT22,7988,4284
2026-03,WEEKDAY,10,TRAIN,TE8,7757,8313
2026-03,WEEKDAY,20,TRAIN,NS13,41377,84171
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,CC25,1215,2538
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,NS27/CE2/TE20,2962,1405
2026-03,WEEKDAY,6,TRAIN,BP7,3610,647
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,EW31,1608,638
2026-03,WEEKDAY,13,TRAIN,TE25,2721,3216
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,TE4,103,22
2026-03,WEEKENDS/HOLIDAY,23,TRAIN,TE14/NS22,7996,3123
2026-03,WEEKDAY,11,TRAIN,TE15,8012,10712
2026-03,WEEKDAY,5,TRAIN,DT18,58,0
2026-03,WEEKDAY,0,TRAIN,EW1,3,4525
2026-03,WEEKDAY,15,TRAIN,TE12,7027,5198
2026-03,WEEKENDS/HOLIDAY,6,TRAIN,EW12/DT14,4167,5349
2026-03,WEEKDAY,10,TRAIN,EW19,19160,8183
2026-03,WEEKDAY,22,TRAIN,BP5,881,1441
2026-03,WEEKENDS/HOLIDAY,16,TRAIN,EW11,10355,9772
2026-03,WEEKDAY,9,TRAIN,SW7,5142,1214
2026-03,WEEKDAY,18,TRAIN,EW27,101902,171314
2026-03,WEEKENDS/HOLIDAY,0,TRAIN,BP6/DT1,2,2606
2026-03,WEEKENDS/HOLIDAY,17,TRAIN,CC28,2182,1972
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,NE15,2726,11927
2026-03,WEEKENDS/HOLIDAY,16,TRAIN,SW4,1500,1753
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,EW6,6622,3997
2026-03,WEEKENDS/HOLIDAY,19,TRAIN,EW18,6642,8056
2026-03,WEEKENDS/HOLIDAY,20,TRAIN,TE27,1685,3188
2026-03,WEEKDAY,11,TRAIN,SW2,5533,4206
2026-03,WEEKDAY,0,TRAIN,NS10,854,7998
2026-03,WEEKDAY,19,TRAIN,TE22,5059,9394
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,NS3,10174,8539
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,TE11,1703,1866
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,BP2,347,1436
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,PE6,4447,3205
2026-03,WEEKDAY,10,TRAIN,CC10/DT26,14858,14082
2026-03,WEEKDAY,13,TRAIN,EW1,25684,22288
2026-03,WEEKDAY,5,TRAIN,NS28,45,1
2026-03,WEEKDAY,17,TRAIN,NS11,59530,77076
2026-03,WEEKENDS/HOLIDAY,16,TRAIN,NE12/CC13,32519,36015
2026-03,WEEKENDS/HOLIDAY,17,TRAIN,NE4/DT19,35868,33226
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,PW2,149,112
2026-03,WEEKDAY,19,TRAIN,CC11,45990,19926
2026-03,WEEKDAY,20,TRAIN,EW8/CC9,66547,44146
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,EW23,23971,17515
2026-03,WEEKENDS/HOLIDAY,18,TRAIN,DT28,6140,6417
2026-03,WEEKENDS/HOLIDAY,20,TRAIN,EW3,4932,9882
2026-03,WEEKENDS/HOLIDAY,19,TRAIN,CG2,12029,10403
2026-03,WEEKDAY,17,TRAIN,SW5,10158,13599
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,TE14/NS22,19546,57696
2026-03,WEEKDAY,18,TRAIN,CC4/DT15,91982,33412
2026-03,WEEKDAY,13,TRAIN,TE27,10496,6380
2026-03,WEEKDAY,12,TRAIN,CC27,7612,5355
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,BP5,1237,795
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,CC21,3828,6070
2026-03,WEEKDAY,21,TRAIN,NE15,9923,39117
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,CC24,2002,1936
2026-03,WEEKENDS/HOLIDAY,9,TRAIN,NS21/DT11,25425,25421
2026-03,WEEKENDS/HOLIDAY,8,TRAIN,NE16/STC,18111,7941
2026-03,WEEKDAY,11,TRAIN,PW4,4121,2909
2026-03,WEEKDAY,23,TRAIN,CC6,4385,395
2026-03,WEEKDAY,8,TRAIN,PE5,18239,3168
2026-03,WEEKDAY,22,TRAIN,CC4/DT15,22596,2980
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,EW8/CC9,25589,36007
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,BP3,1652,1768
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,NS4/BP1,10357,19486
2026-03,WEEKDAY,22,TRAIN,EW25,4508,15326
2026-03,WEEKDAY,7,TRAIN,EW27,128103,103205
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,NS16,21392,16882
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,NS9/TE2,28018,27239
2026-03,WEEKDAY,6,TRAIN,NE9,27571,19279
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,TE23,1283,1715
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,NS16,18264,20494
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,CC2,739,1487
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,EW15,10488,11238
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,CC6,4996,7043
2026-03,WEEKENDS/HOLIDAY,0,TRAIN,NE1/CC29,69,149
2026-03,WEEKDAY,7,TRAIN,CC7,9382,7757
2026-03,WEEKDAY,20,TRAIN,SE3,1102,6476
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,DT13,4443,7016
2026-03,WEEKDAY,21,TRAIN,NS28,1161,1113
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,NE5,8506,3556
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,DT5,4226,4575
2026-03,WEEKDAY,16,TRAIN,EW2/DT32,55888,74165
2026-03,WEEKDAY,17,TRAIN,DT3,9988,12435
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,DT20,2606,2813
2026-03,WEEKDAY,5,TRAIN,DT21,70,3
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,NS16,3544,334
2026-03,WEEKENDS/HOLIDAY,20,TRAIN,EW7,3856,8334
2026-03,WEEKDAY,6,TRAIN,CC23,1132,14186
2026-03,WEEKDAY,22,TRAIN,SE4,696,3956
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,BP9,344,715
2026-03,WEEKDAY,0,TRAIN,SW4,52,467
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,PE4,328,818
2026-03,WEEKDAY,21,TRAIN,CC6,17398,2042
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,EW32,636,127
2026-03,WEEKDAY,22,TRAIN,SE3,545,4402
2026-03,WEEKDAY,13,TRAIN,DT24,4975,4141
2026-03,WEEKDAY,16,TRAIN,CC3,8492,5018
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,EW20,7265,4864
2026-03,WEEKENDS/HOLIDAY,18,TRAIN,CC5,2725,1852
2026-03,WEEKENDS/HOLIDAY,18,TRAIN,PW5,1421,2468
2026-03,WEEKDAY,6,TRAIN,NE1/CC29,7987,29256
2026-03,WEEKENDS/HOLIDAY,0,TRAIN,EW9,202,787
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,BP10,1294,435
2026-03,WEEKENDS/HOLIDAY,19,TRAIN,TE19,2184,1919
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,SW3,824,263
2026-03,WEEKDAY,23,TRAIN,DT3,466,3249
2026-03,WEEKENDS/HOLIDAY,6,TRAIN,EW21/CC22,2070,3227
2026-03,WEEKDAY,9,TRAIN,TE8,12360,11885
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,EW6,6590,4615
2026-03,WEEKENDS/HOLIDAY,17,TRAIN,EW6,5669,7266
2026-03,WEEKDAY,8,TRAIN,SE5,7018,2127
2026-03,WEEKDAY,21,TRAIN,CC12,2664,10259
2026-03,WEEKDAY,18,TRAIN,NS9/TE2,102182,218624
2026-03,WEEKENDS/HOLIDAY,0,TRAIN,SE2,22,388
2026-03,WEEKENDS/HOLIDAY,16,TRAIN,DT5,8862,8333
2026-03,WEEKDAY,22,TRAIN,NS21/DT11,41047,46983
2026-03,WEEKDAY,22,TRAIN,PW2,78,7
2026-03,WEEKDAY,11,TRAIN,DT23,4019,3350
2026-03,WEEKENDS/HOLIDAY,19,TRAIN,EW10,7923,8505
2026-03,WEEKDAY,11,TRAIN,PE6,9167,6449
2026-03,WEEKDAY,9,TRAIN,NS3,30940,13986
2026-03,WEEKDAY,9,TRAIN,TE22,668,4007
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,PW3,420,356
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,NE9,5292,11002
2026-03,WEEKDAY,10,TRAIN,NS25/EW13,15763,66608
2026-03,WEEKENDS/HOLIDAY,8,TRAIN,TE27,3197,1228
2026-03,WEEKDAY,21,TRAIN,DT5,11481,18630
2026-03,WEEKENDS/HOLIDAY,16,TRAIN,PW7,1569,1594
2026-03,WEEKDAY,18,TRAIN,DT27,40958,22559
2026-03,WEEKENDS/HOLIDAY,19,TRAIN,NE1/CC29,40842,19626
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,SW4,1073,396
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,DT17,2251,2838
2026-03,WEEKDAY,13,TRAIN,SW6,4121,3800
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,NS21/DT11,29813,28961
2026-03,WEEKENDS/HOLIDAY,19,TRAIN,TE1,2261,2917
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,NS15,5379,4957
2026-03,WEEKDAY,15,TRAIN,NE14,25570,28606
2026-03,WEEKDAY,18,TRAIN,BP5,3873,5022
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,SW3,184,1064
2026-03,WEEKENDS/HOLIDAY,9,TRAIN,NS27/CE2/TE20,823,1378
2026-03,WEEKDAY,10,TRAIN,EW16/NE3/TE17,30202,42841
2026-03,WEEKENDS/HOLIDAY,23,TRAIN,BP7,27,115
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,CC16,180,20
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,NS28,984,445
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,NS21/DT11,31243,29614
2026-03,WEEKDAY,5,TRAIN,CC12,906,129
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,TE24,1566,1752
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,NS28,4692,3367
2026-03,WEEKDAY,14,TRAIN,EW25,7899,8843
2026-03,WEEKDAY,19,TRAIN,EW22,7915,12644
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,NS28,1606,3731
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,TE12,2129,3472
2026-03,WEEKDAY,6,TRAIN,DT4,2618,332
2026-03,WEEKENDS/HOLIDAY,20,TRAIN,DT22,10887,7019
2026-03,WEEKENDS/HOLIDAY,18,TRAIN,PW7,1568,1728
2026-03,WEEKDAY,10,TRAIN,TE1,3256,2965
2026-03,WEEKDAY,14,TRAIN,CC12,10149,7771
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,EW19,3538,8647
2026-03,WEEKENDS/HOLIDAY,23,TRAIN,TE16,1099,1937
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,NS21/DT11,29854,30547
2026-03,WEEKDAY,0,TRAIN,DT18,391,164
2026-03,WEEKDAY,16,TRAIN,SW4,2836,4538
2026-03,WEEKDAY,12,TRAIN,DT8,6204,3923
2026-03,WEEKDAY,12,TRAIN,CC6,7906,7364
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,DT13,91,16
2026-03,WEEKDAY,5,TRAIN,CC16,1135,199
2026-03,WEEKDAY,17,TRAIN,BP13,1622,2125
2026-03,WEEKDAY,6,TRAIN,CC5,1971,1301
2026-03,WEEKDAY,5,TRAIN,TE13,42,102
2026-03,WEEKENDS/HOLIDAY,23,TRAIN,DT31,562,2569
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,NS20,17737,18746
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,EW27,23866,22879
2026-03,WEEKENDS/HOLIDAY,20,TRAIN,EW8/CC9,30246,16290
2026-03,WEEKDAY,14,TRAIN,CC3,6138,5754
2026-03,WEEKENDS/HOLIDAY,9,TRAIN,CC27,335,1483
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,TE19,2138,2126
2026-03,WEEKDAY,21,TRAIN,TE22,9026,1249
2026-03,WEEKDAY,6,TRAIN,TE24,2386,1010
2026-03,WEEKDAY,16,TRAIN,DT24,5113,5116
2026-03,WEEKENDS/HOLIDAY,20,TRAIN,BP6/DT1,10495,20024
2026-03,WEEKENDS/HOLIDAY,16,TRAIN,EW20,6005,5238
2026-03,WEEKDAY,10,TRAIN,DT3,8045,2560
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,NS10,4732,19029
2026-03,WEEKENDS/HOLIDAY,17,TRAIN,NE5,7272,7932
2026-03,WEEKDAY,23,TRAIN,NE12/CC13,9190,23968
2026-03,WEEKDAY,16,TRAIN,NS9/TE2,54457,79224
2026-03,WEEKENDS/HOLIDAY,8,TRAIN,NS19,14242,10338
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,SW4,1969,1345
2026-03,WEEKENDS/HOLIDAY,9,TRAIN,PE5,3683,1207
2026-03,WEEKDAY,7,TRAIN,NS5,125923,42549
2026-03,WEEKDAY,5,TRAIN,CC17/TE9,2594,253
2026-03,WEEKDAY,18,TRAIN,SE1,6711,10861
2026-03,WEEKDAY,8,TRAIN,TE25,11028,2594
2026-03,WEEKDAY,10,TRAIN,EW3,19113,10593
2026-03,WEEKDAY,19,TRAIN,TE19,46419,4779
2026-03,WEEKDAY,14,TRAIN,EW30,2327,1332
2026-03,WEEKDAY,8,TRAIN,NE9,57590,54995
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,NS8,9027,5194
2026-03,WEEKDAY,5,TRAIN,TE7,841,372
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,NS12,8623,8307
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,NS18,5362,2145
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,EW31,1770,575
2026-03,WEEKDAY,18,TRAIN,CC28,8155,11736
2026-03,WEEKENDS/HOLIDAY,23,TRAIN,NS16,3265,13084
2026-03,WEEKDAY,16,TRAIN,NS10,35873,43109
2026-03,WEEKENDS/HOLIDAY,9,TRAIN,TE24,2135,825
2026-03,WEEKENDS/HOLIDAY,9,TRAIN,CC6,2366,5246
2026-03,WEEKDAY,23,TRAIN,NE1/CC29,19083,4050
2026-03,WEEKENDS/HOLIDAY,13,TRAIN,BP4,748,672
2026-03,WEEKDAY,13,TRAIN,EW9,23628,17911
2026-03,WEEKDAY,14,TRAIN,SW3,2335,2409
2026-03,WEEKDAY,9,TRAIN,BP12,4201,1418
2026-03,WEEKDAY,8,TRAIN,CC19/DT9,12603,15445
2026-03,WEEKDAY,10,TRAIN,NE9,26949,17848
2026-03,WEEKDAY,14,TRAIN,EW19,12419,15406
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,DT28,4209,3656
2026-03,WEEKENDS/HOLIDAY,6,TRAIN,NE7/DT12,4212,3812
2026-03,WEEKENDS/HOLIDAY,19,TRAIN,TE6,3384,6860
2026-03,WEEKDAY,7,TRAIN,CC25,11333,17765
2026-03,WEEKDAY,20,TRAIN,CE1/DT16,77529,31293
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,EW24/NS1,15291,32103
2026-03,WEEKDAY,23,TRAIN,DT25,724,3202
2026-03,WEEKDAY,18,TRAIN,CC16,24614,17652
2026-03,WEEKENDS/HOLIDAY,6,TRAIN,NS23,999,2658
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,DT23,1261,1920
2026-03,WEEKDAY,8,TRAIN,TE11,12890,7515
2026-03,WEEKENDS/HOLIDAY,20,TRAIN,TE13,1757,1498
2026-03,WEEKDAY,15,TRAIN,PW3,1064,869
2026-03,WEEKDAY,20,TRAIN,SW7,1090,4036
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,TE26,1594,1785
2026-03,WEEKDAY,9,TRAIN,NS25/EW13,12235,110443
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,DT4,1773,498
2026-03,WEEKDAY,17,TRAIN,CC19/DT9,13344,10852
2026-03,WEEKDAY,21,TRAIN,NS14,20068,47744
2026-03,WEEKENDS/HOLIDAY,9,TRAIN,DT33,9357,2648
2026-03,WEEKENDS/HOLIDAY,6,TRAIN,CC12,828,399
2026-03,WEEKDAY,23,TRAIN,BP10,237,1268
2026-03,WEEKDAY,9,TRAIN,SW2,7230,4106
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,EW8/CC9,30331,31741
2026-03,WEEKDAY,5,TRAIN,CC14,853,368
2026-03,WEEKDAY,10,TRAIN,NS9/TE2,48097,40965
2026-03,WEEKDAY,16,TRAIN,TE14/NS22,92902,72515
2026-03,WEEKDAY,11,TRAIN,NS14,30190,15735
2026-03,WEEKDAY,23,TRAIN,DT33,1460,14057
2026-03,WEEKDAY,6,TRAIN,EW5,38546,16171
2026-03,WEEKDAY,18,TRAIN,NE9,67449,57372
2026-03,WEEKDAY,10,TRAIN,NS18,17547,8895
2026-03,WEEKENDS/HOLIDAY,18,TRAIN,CC21,5566,6667
2026-03,WEEKENDS/HOLIDAY,0,TRAIN,NE10,30,207
2026-03,WEEKDAY,19,TRAIN,DT17,71438,8062
2026-03,WEEKDAY,10,TRAIN,DT25,3956,2562
2026-03,WEEKDAY,11,TRAIN,SE5,2905,1422
2026-03,WEEKENDS/HOLIDAY,11,TRAIN,EW11,9979,9207
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,SW8,853,876
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,NE14,13906,12762
2026-03,WEEKDAY,8,TRAIN,PW5,5486,1662
2026-03,WEEKDAY,15,TRAIN,EW8/CC9,49447,44715
2026-03,WEEKDAY,18,TRAIN,BP9,2706,6258
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,EW9,14906,11229
2026-03,WEEKENDS/HOLIDAY,6,TRAIN,NE18,1741,936
2026-03,WEEKDAY,23,TRAIN,TE12,740,581
2026-03,WEEKDAY,8,TRAIN,NS17/CC15,123524,28088
2026-03,WEEKDAY,5,TRAIN,NE10,1553,559
2026-03,WEEKDAY,10,TRAIN,BP5,2162,1434
2026-03,WEEKDAY,10,TRAIN,PW4,4147,2465
2026-03,WEEKDAY,14,TRAIN,NS11,29933,32170
2026-03,WEEKENDS/HOLIDAY,19,TRAIN,PW1,918,685
2026-03,WEEKDAY,17,TRAIN,TE14/NS22,128042,89534
2026-03,WEEKDAY,8,TRAIN,DT17,5575,154201
2026-03,WEEKENDS/HOLIDAY,18,TRAIN,PE5,2511,3220
2026-03,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,12072,6182
2026-03,WEEKDAY,10,TRAIN,NS14,38401,14985
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,PW4,2332,1578
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,NS24/NE6/CC1,118,49
2026-03,WEEKENDS/HOLIDAY,8,TRAIN,NE12/CC13,20604,13516
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,CG2,4254,368
2026-03,WEEKDAY,5,TRAIN,NS27/CE2/TE20,637,239
2026-03,WEEKDAY,0,TRAIN,PW5,24,638
2026-03,WEEKDAY,7,TRAIN,SE2,22167,2739
2026-03,WEEKDAY,15,TRAIN,TE11,5520,4978
2026-03,WEEKDAY,19,TRAIN,TE3,11013,29202
2026-03,WEEKDAY,9,TRAIN,DT7,5688,5053
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,NS5,14893,10462
2026-03,WEEKDAY,22,TRAIN,NE10,6470,14641
2026-03,WEEKDAY,5,TRAIN,BP4,1354,278
2026-03,WEEKDAY,0,TRAIN,SW7,23,415
2026-03,WEEKENDS/HOLIDAY,6,TRAIN,DT21,474,936
2026-03,WEEKDAY,15,TRAIN,EW12/DT14,65656,60361
2026-03,WEEKDAY,7,TRAIN,EW1,99640,38038
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,NS7,12985,10411
2026-03,WEEKDAY,16,TRAIN,DT23,6157,3516
2026-03,WEEKDAY,20,TRAIN,SE1,1964,7271
2026-03,WEEKDAY,11,TRAIN,CC27,5347,5283
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,CG1/DT35,1749,3394
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,TE6,4496,4797
2026-03,WEEKDAY,0,TRAIN,NS17/CC15,656,1728
2026-03,WEEKENDS/HOLIDAY,15,TRAIN,NE15,10155,11116
2026-03,WEEKDAY,15,TRAIN,DT24,4187,4461
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,TE16,2579,4718
2026-03,WEEKENDS/HOLIDAY,14,TRAIN,NS20,18637,12340
2026-03,WEEKENDS/HOLIDAY,0,TRAIN,EW10,72,362
2026-03,WEEKENDS/HOLIDAY,17,TRAIN,EW22,3537,2879
2026-03,WEEKDAY,7,TRAIN,TE7,17649,16424
2026-03,WEEKDAY,7,TRAIN,PE3,18475,6018
2026-03,WEEKDAY,12,TRAIN,EW25,10412,6772
2026-03,WEEKENDS/HOLIDAY,9,TRAIN,DT31,4215,1896
2026-03,WEEKDAY,14,TRAIN,CC21,10873,10129
2026-03,WEEKDAY,22,TRAIN,TE11,2434,3986
2026-03,WEEKENDS/HOLIDAY,18,TRAIN,DT31,3924,4738
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,SE4,1215,719
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,PE7,2649,1040
2026-03,WEEKDAY,7,TRAIN,TE19,1585,26823
2026-03,WEEKDAY,16,TRAIN,SW3,2701,2875
2026-03,WEEKENDS/HOLIDAY,10,TRAIN,EW26,19280,6620
2026-03,WEEKDAY,13,TRAIN,TE13,4404,6094
2026-03,WEEKDAY,19,TRAIN,NS15,28956,26375
2026-03,WEEKDAY,20,TRAIN,NS3,13225,32136
2026-03,WEEKDAY,16,TRAIN,NS11,32122,45712
2026-03,WEEKENDS/HOLIDAY,22,TRAIN,EW24/NS1,24818,11633
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,CC11,246,81
2026-03,WEEKENDS/HOLIDAY,8,TRAIN,TE24,1675,816
2026-03,WEEKENDS/HOLIDAY,8,TRAIN,NS5,15110,6034
2026-03,WEEKDAY,9,TRAIN,NE5,5971,47827
2026-03,WEEKDAY,21,TRAIN,NS3,10856,26057
2026-03,WEEKDAY,0,TRAIN,EW14/NS26,672,182
2026-03,WEEKDAY,15,TRAIN,DT31,6653,7927
2026-03,WEEKENDS/HOLIDAY,8,TRAIN,NE7/DT12,6328,12157
2026-03,WEEKDAY,23,TRAIN,DT27,1266,4042
2026-03,WEEKDAY,13,TRAIN,PE5,7394,6684
2026-03,WEEKDAY,5,TRAIN,EW7,3816,767
2026-03,WEEKENDS/HOLIDAY,21,TRAIN,BP13,219,463
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,NE5,5034,7485
2026-03,WEEKDAY,10,TRAIN,DT33,21190,4991
2026-03,WEEKENDS/HOLIDAY,7,TRAIN,NS2,9606,5917
2026-03,WEEKENDS/HOLIDAY,23,TRAIN,CC7,742,1483
2026-03,WEEKDAY,21,TRAIN,NS24/NE6/CC1,63133,15423
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,29652,33553
2026-03,WEEKENDS/HOLIDAY,12,TRAIN,SW2,4077,2679
2026-03,WEEKENDS/HOLIDAY,6,TRAIN,DT10,583,393
2026-03,WEEKENDS/HOLIDAY,5,TRAIN,BP3,634,31
2026-03,WEEKENDS/HOLIDAY,16,TRAIN,EW16/NE3/TE17,14080,9281
